flight_identification_id,flight_identification_row,flight_identification_number_default,flight_identification_number_alternative,flight_identification_callsign,flight_identification_codeshare,flight_status_live,flight_status_text,flight_status_icon,flight_status_estimated,flight_status_ambiguous,flight_status_generic_status_text,flight_status_generic_status_type,flight_status_generic_status_color,flight_status_generic_status_diverted,flight_status_generic_eventTime_utc,flight_status_generic_eventTime_local,flight_aircraft_model_code,flight_aircraft_model_text,flight_aircraft_hex,flight_aircraft_registration,flight_aircraft_serialNo,flight_aircraft_images,flight_owner,flight_airline_name,flight_airline_code_iata,flight_airline_code_icao,flight_airline_short,flight_airport_origin_timezone_name,flight_airport_origin_timezone_offset,flight_airport_origin_timezone_abbr,flight_airport_origin_timezone_abbrName,flight_airport_origin_timezone_isDst,flight_airport_origin_info_terminal,flight_airport_origin_info_baggage,flight_airport_origin_info_gate,flight_airport_destination_code_iata,flight_airport_destination_code_icao,flight_airport_destination_timezone_name,flight_airport_destination_timezone_offset,flight_airport_destination_timezone_abbr,flight_airport_destination_timezone_abbrName,flight_airport_destination_timezone_isDst,flight_airport_destination_info_terminal,flight_airport_destination_info_baggage,flight_airport_destination_info_gate,flight_airport_destination_name,flight_airport_destination_position_latitude,flight_airport_destination_position_longitude,flight_airport_destination_position_country_name,flight_airport_destination_position_country_code,flight_airport_destination_position_country_id,flight_airport_destination_position_region_city,flight_airport_destination_visible,flight_airport_real,flight_time_scheduled_departure,flight_time_scheduled_arrival,flight_time_real_departure,flight_time_real_arrival,flight_time_estimated_departure,flight_time_estimated_arrival,flight_time_other_eta,flight_time_other_duration,flight_aircraft_country_id,flight_aircraft_country_name,flight_aircraft_country_alpha2,flight_aircraft_country_alpha3,flight_aircraft_restricted,flight_aircraft_age_availability,flight_aircraft_availability_serialNo,flight_aircraft_availability_age,flight_owner_name,flight_owner_code_iata,flight_owner_code_icao,flight_owner_logo
,5486870125,AI395,,,,FALSE,Estimated dep 23:15,green,,FALSE,estimated,departure,green,,1711725300,1711754100,32N,,,,,,,Air India,AI,AIC,Air India,Asia/Singapore,28800,+08,,FALSE,2,,F36,BOM,VABB,Asia/Kolkata,19800,IST,India Standard Time,FALSE,2,,,Mumbai Chhatrapati Shivaji International Airport,19.08868,72.867912,India,IN,102,Mumbai,TRUE,,1711725300,1711746300,,,1711725300,,,,,,,,,,,,,,,
,5486932852,HO1606,,,,FALSE,Estimated dep 23:15,green,,FALSE,estimated,departure,green,,1711725300,1711754100,32N,,,,,,,Juneyao Air,HO,DKH,Juneyao Air,Asia/Singapore,28800,+08,,FALSE,4,,G12,PVG,ZSPD,Asia/Shanghai,28800,CST,China Standard Time,FALSE,2,26,,Shanghai Pudong International Airport,31.14337,121.805199,China,CN,46,Shanghai,TRUE,,1711725300,1711744800,,,1711725300,,,,,,,,,,,,,,,
,5487020248,SQ7296,,,,FALSE,Scheduled,,,FALSE,scheduled,departure,gray,,,,74F,,,,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,,,,SYD,YSSY,Australia/Sydney,39600,AEDT,Australian Eastern Daylight Time,TRUE,,,,Sydney Kingsford Smith Airport,-33.946098,151.1772,Australia,AU,14,Sydney,TRUE,,1711725300,1711753200,,,,,,,,,,,,,,,,,,
,5487149221,BA12,,BAW12,,FALSE,Estimated dep 23:25,green,,FALSE,estimated,departure,green,,1711725900,1711754700,B789,Boeing 787-9 Dreamliner,406F72,G-ZBKF,,,,British Airways,BA,BAW,British Airways,Asia/Singapore,28800,+08,,FALSE,1,,D36,LHR,EGLL,Europe/London,0,GMT,Greenwich Mean Time,FALSE,5,,,London Heathrow Airport,51.471626,-0.467081,United Kingdom,GB,235,London,TRUE,,1711725300,1711776600,,,1711725900,,,,235,United Kingdom,GB,GBR,FALSE,TRUE,TRUE,TRUE,British Airways,BA,BAW,https://images.flightradar24.com/assets/airlines/logotypes/5.png
,5487204182,QF1,,QFA1,,FALSE,Estimated dep 23:35,green,,FALSE,estimated,departure,green,,1711726500,1711755300,A388,Airbus A380-842,7C4926,VH-OQG,,,,Qantas,QF,QFA,Qantas,Asia/Singapore,28800,+08,,FALSE,1,,D46,LHR,EGLL,Europe/London,0,GMT,Greenwich Mean Time,FALSE,3,,,London Heathrow Airport,51.471626,-0.467081,United Kingdom,GB,235,London,TRUE,,1711725900,1711779300,,,1711726500,,,,14,Australia,AU,AUS,FALSE,TRUE,TRUE,TRUE,Qantas,QF,QFA,https://images.flightradar24.com/assets/airlines/logotypes/33.png
,5487243660,6E1028,,,,FALSE,Estimated dep 23:25,green,,FALSE,estimated,departure,green,,1711725900,1711754700,A320,Airbus A320-232,800756,VT-IFH,,,,IndiGo,6E,IGO,IndiGo,Asia/Singapore,28800,+08,,FALSE,2,,E11,HYD,VOHS,Asia/Kolkata,19800,IST,India Standard Time,FALSE,,10,,Hyderabad Rajiv Gandhi International Airport,17.23,78.431946,India,IN,102,Hyderabad,TRUE,,1711725900,1711742400,,,1711725900,,,,102,India,IN,IND,FALSE,TRUE,TRUE,TRUE,IndiGo,6E,IGO,https://images.flightradar24.com/assets/airlines/logotypes/783.png
,5487202166,OZ752,,,,FALSE,Estimated dep 23:30,green,,FALSE,estimated,departure,green,,1711726200,1711755000,359,,,,,,,Asiana Airlines,OZ,AAR,Asiana Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A16,ICN,RKSI,Asia/Seoul,32400,KST,Korea Standard Time,FALSE,1,,,Seoul Incheon International Airport,37.46907,126.4505,South Korea,KR,207,Seoul,TRUE,,1711726200,1711749000,,,1711726200,,,,,,,,,,,,,,,
,5487212863,SQ616,,,,FALSE,Estimated dep 23:30,green,,FALSE,estimated,departure,green,,1711726200,1711755000,7M8,,,,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,2,,F52,PUS,RKPK,Asia/Seoul,32400,KST,Korea Standard Time,FALSE,I,,,Busan Gimhae International Airport,35.17952,128.938202,South Korea,KR,207,Busan,TRUE,,1711726200,1711748100,,,1711726200,,,,,,,,,,,,,,,
,5487025882,TK55,,THY55,,FALSE,Estimated dep 23:45,green,,FALSE,estimated,departure,green,,1711727100,1711755900,B77W,Boeing 777-3F2(ER),4BA949,TC-JJI,,,,Turkish Airlines,TK,THY,Turkish Airlines,Asia/Singapore,28800,+08,,FALSE,1,,C15,IST,LTFM,Europe/Istanbul,10800,+03,,FALSE,,,,Istanbul Airport,41.267052,28.729757,Turkey,TR,228,Istanbul,TRUE,,1711726500,1711768200,,,1711727100,,,,228,Turkey,TR,TUR,FALSE,TRUE,TRUE,TRUE,Turkish Airlines,TK,THY,https://images.flightradar24.com/assets/airlines/logotypes/39.png
,5486870562,AK722,,,,FALSE,Estimated dep 00:30,red,,FALSE,estimated,departure,red,,1711729800,1711758600,A20N,Airbus A320-251N,750470,9M-AGV,,,,AirAsia,AK,AXM,AirAsia,Asia/Singapore,28800,+08,,FALSE,4,,G12,KUL,WMKK,Asia/Kuala_Lumpur,28800,+08,,FALSE,2,,,Kuala Lumpur International Airport,2.745578,101.7099,Malaysia,MY,133,Kuala Lumpur,TRUE,,1711726800,1711730400,,,1711729800,,,,133,Malaysia,MY,MYS,FALSE,TRUE,TRUE,TRUE,AirAsia,AK,AXM,https://images.flightradar24.com/assets/airlines/logotypes/25.png
,5486992216,QF38,,,,FALSE,Estimated dep 23:40,green,,FALSE,estimated,departure,green,,1711726800,1711755600,332,,,,,,,Qantas,QF,QFA,Qantas,Asia/Singapore,28800,+08,,FALSE,1,,C18,MEL,YMML,Australia/Melbourne,39600,AEDT,Australian Eastern Daylight Time,TRUE,2,,4,Melbourne Airport,-37.665794,144.837296,Australia,AU,14,Melbourne,TRUE,,1711726800,1711753800,,,1711726800,,,,,,,,,,,,,,,
,5487212465,SQ279,,SIA279,,FALSE,Estimated dep 23:40,green,,FALSE,estimated,departure,green,,1711726800,1711755600,B78X,Boeing 787-10 Dreamliner,76CC6A,9V-SCJ,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A2,ADL,YPAD,Australia/Adelaide,37800,ACDT,Australian Central Daylight Time,TRUE,1,,16,Adelaide Airport,-34.947392,138.533417,Australia,AU,14,Adelaide,TRUE,,1711726800,1711751700,,,1711726800,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487019335,SQ356,,SIA356,,FALSE,Estimated dep 23:55,green,,FALSE,estimated,departure,green,,1711727700,1711756500,A359,Airbus A350-941,76CDB9,9V-SMY,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,B5,MXP,LIMC,Europe/Rome,3600,CET,Central European Time,FALSE,1,,,Milan Malpensa Airport,45.6306,8.728111,Italy,IT,109,Milan,TRUE,,1711727100,1711774500,,,1711727700,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487191355,LH791,,DLH791,,FALSE,Estimated dep 23:55,green,,FALSE,estimated,departure,green,,1711727700,1711756500,A359,Airbus A350-941,3C670F,D-AIXO,,,,Lufthansa,LH,DLH,Lufthansa,Asia/Singapore,28800,+08,,FALSE,2,,F42,MUC,EDDM,Europe/Berlin,3600,CET,Central European Time,FALSE,2,,H8,Munich Airport,48.353779,11.78608,Germany,DE,83,Munich,TRUE,,1711727100,1711773900,,,1711727700,,,,83,Germany,DE,DEU,FALSE,TRUE,TRUE,TRUE,Lufthansa,LH,DLH,https://images.flightradar24.com/assets/airlines/logotypes/1.png
,5487212622,SQ322,,SIA322,,FALSE,Estimated dep 23:55,green,,FALSE,estimated,departure,green,,1711727700,1711756500,A388,Airbus A380-841,76CD7A,9V-SKZ,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,B7,LHR,EGLL,Europe/London,0,GMT,Greenwich Mean Time,FALSE,2,,,London Heathrow Airport,51.471626,-0.467081,United Kingdom,GB,235,London,TRUE,,1711727100,1711778100,,,1711727700,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487153317,CA970,,,,FALSE,Estimated dep 23:55,green,,FALSE,estimated,departure,green,,1711727700,1711756500,789,,,,,,,Air China,CA,CCA,Air China,Asia/Singapore,28800,+08,,FALSE,1,,C13,PEK,ZBAA,Asia/Shanghai,28800,CST,China Standard Time,FALSE,3,41,,Beijing Capital International Airport,40.084152,116.592735,China,CN,46,Beijing,TRUE,,1711727700,1711749900,,,1711727700,,,,,,,,,,,,,,,
,5487191347,LH779,,DLH779,,FALSE,Estimated dep 00:05,green,,FALSE,estimated,departure,green,,1711728300,1711757100,B748,Boeing 747-830,3C4B2B,D-ABYK,,,,Lufthansa,LH,DLH,Lufthansa,Asia/Singapore,28800,+08,,FALSE,2,,F60,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,FALSE,1,,Z25,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,TRUE,,1711727700,1711775400,,,1711728300,,,,83,Germany,DE,DEU,FALSE,TRUE,TRUE,TRUE,Lufthansa,LH,DLH,https://images.flightradar24.com/assets/airlines/logotypes/1.png
,5487208535,QZ275,,,,FALSE,Estimated dep 23:55,green,,FALSE,estimated,departure,green,,1711727700,1711756500,A320,Airbus A320-216,8A0320,PK-AXX,,,,AirAsia,AK,AXM,AirAsia,Asia/Singapore,28800,+08,,FALSE,4,,G10,CGK,WIII,Asia/Jakarta,25200,WIB,Western Indonesian Time,FALSE,2,,,Jakarta Soekarno Hatta International Airport,-6.12556,106.6558,Indonesia,"ID",103,Jakarta,TRUE,,1711727700,1711734000,,,1711727700,,,,103,Indonesia,"ID",IDN,FALSE,TRUE,TRUE,TRUE,Indonesia AirAsia,QZ,AWQ,https://images.flightradar24.com/assets/airlines/logotypes/380.png
,5487211968,SQ26,,SIA26,,FALSE,Estimated dep 00:05,green,,FALSE,estimated,departure,green,,1711728300,1711757100,B77W,Boeing 777-312(ER),76CEF2,9V-SWR,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,C1,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,FALSE,1,,,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,TRUE,,1711727700,1711776000,,,1711728300,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487212646,SQ324,,SIA324,,FALSE,Estimated dep 00:05,green,,FALSE,estimated,departure,green,,1711728300,1711757100,A359,Airbus A350-941,76CDB3,9V-SMS,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A3,AMS,EHAM,Europe/Amsterdam,3600,CET,Central European Time,FALSE,,,,Amsterdam Schiphol Airport,52.308609,4.763889,Netherlands,NL,155,Amsterdam,TRUE,,1711727700,1711777500,,,1711728300,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487212907,SQ638,,,,FALSE,Estimated dep 23:55,green,,FALSE,estimated,departure,green,,1711727700,1711756500,388,,,,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,2,,E8,NRT,RJAA,Asia/Tokyo,32400,JST,Japan Standard Time,FALSE,1,,,Tokyo Narita International Airport,35.764721,140.386307,Japan,JP,111,Tokyo,TRUE,,1711727700,1711751400,,,1711727700,,,,,,,,,,,,,,,
,5486964192,LX177,,SWR177,,FALSE,Estimated dep 00:15,green,,FALSE,estimated,departure,green,,1711728900,1711757700,B77W,Boeing 777-3DE(ER),4B1919,HB-JND,,,,Swiss,LX,SWR,Swiss,Asia/Singapore,28800,+08,,FALSE,2,,F54,ZRH,LSZH,Europe/Zurich,3600,CET,Central European Time,FALSE,2,,E22,Zurich Airport,47.464722,8.549167,Switzerland,CH,216,Zurich,TRUE,,1711728300,1711775400,,,1711728900,,,,216,Switzerland,CH,CHE,FALSE,TRUE,TRUE,TRUE,Swiss,LX,SWR,https://images.flightradar24.com/assets/airlines/logotypes/9.png
,5487645664,SQ608,,,,FALSE,Scheduled,,,FALSE,scheduled,departure,gray,,,,787,,,,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,2,,E22,ICN,RKSI,Asia/Seoul,32400,KST,Korea Standard Time,FALSE,1,,,Seoul Incheon International Airport,37.46907,126.4505,South Korea,KR,207,Seoul,TRUE,,1711728600,1711751700,,,,,,,,,,,,,,,,,,
,5487645509,SQ336,,SIA336,,FALSE,Estimated dep 00:25,green,,FALSE,estimated,departure,green,,1711729500,1711758300,B77W,Boeing 777-312(ER),76CEF4,9V-SWT,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A14,CDG,LFPG,Europe/Paris,3600,CET,Central European Time,FALSE,1,,,Paris Charles de Gaulle Airport,49.012516,2.555752,France,FR,76,Paris,TRUE,,1711728900,1711779300,,,1711729500,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5486991239,PR510,,,,FALSE,Estimated dep 00:20,green,,FALSE,estimated,departure,green,,1711729200,1711758000,321,,,,,,,Philippine Airlines,PR,PAL,Philippine Airlines,Asia/Singapore,28800,+08,,FALSE,1,,D30,MNL,RPLL,Asia/Manila,28800,PST,,FALSE,1,,,Manila Ninoy Aquino International Airport,14.50864,121.019501,Philippines,PH,174,Manila,TRUE,,1711729200,1711743000,,,1711729200,,,,,,,,,,,,,,,
,5487629485,MU544,,,,FALSE,Estimated dep 00:25,green,,FALSE,estimated,departure,green,,1711729500,1711758300,A333,Airbus A330-343,781104,B-8968,,,,China Eastern Airlines,MU,CES,China Eastern Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A18,PVG,ZSPD,Asia/Shanghai,28800,CST,China Standard Time,FALSE,1,15,,Shanghai Pudong International Airport,31.14337,121.805199,China,CN,46,Shanghai,TRUE,,1711729500,1711748400,,,1711729500,,,,46,China,CN,CHN,FALSE,TRUE,TRUE,TRUE,China Eastern Airlines,MU,CES,https://images.flightradar24.com/assets/airlines/logotypes/131.png
,5487645230,SQ225,,SIA225,,FALSE,Estimated dep 00:25,green,,FALSE,estimated,departure,green,,1711729500,1711758300,B78X,Boeing 787-10 Dreamliner,76CC6B,9V-SCK,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A4,PER,YPPH,Australia/Perth,28800,AWST,Australian Western Standard Time,FALSE,1,,,Perth Airport,-31.940201,115.966904,Australia,AU,14,Perth,TRUE,,1711729500,1711747500,,,1711729500,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487645330,SQ237,,SIA237,,FALSE,Estimated dep 00:25,green,,FALSE,estimated,departure,green,,1711729500,1711758300,A359,Airbus A350-941,76CDA6,9V-SMF,,,,"Singapore Airlines (10,000th Airbus Sticker)",SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,A15,MEL,YMML,Australia/Melbourne,39600,AEDT,Australian Eastern Daylight Time,TRUE,2,,20,Melbourne Airport,-37.665794,144.837296,Australia,AU,14,Melbourne,TRUE,,1711729500,1711756200,,,1711729500,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487645489,SQ328,,SIA328,,FALSE,Estimated dep 00:35,green,,FALSE,estimated,departure,green,,1711730100,1711758900,A359,Airbus A350-941,76CD42,9V-SJB,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,B8,MUC,EDDM,Europe/Berlin,3600,CET,Central European Time,FALSE,2,,H28,Munich Airport,48.353779,11.78608,Germany,DE,83,Munich,TRUE,,1711729500,1711777200,,,1711730100,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487645515,SQ352,,SIA352,,FALSE,Estimated dep 00:35,green,,FALSE,estimated,departure,green,,1711730100,1711758900,A359,Airbus A350-941,76CDB2,9V-SMR,,,,Singapore Airlines,SQ,SIA,Singapore Airlines,Asia/Singapore,28800,+08,,FALSE,3,,B4,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,FALSE,3,,,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,TRUE,,1711729500,1711779000,,,1711730100,,,,199,Singapore,SG,SGP,FALSE,TRUE,TRUE,TRUE,Singapore Airlines,SQ,SIA,https://images.flightradar24.com/assets/airlines/logotypes/32.png
,5487343084,EK353,,,,FALSE,Estimated dep 00:30,green,,FALSE,estimated,departure,green,,1711729800,1711758600,A388,Airbus A380-861,896194,A6-EEU,,,,Emirates (Destination Dubai Livery),EK,UAE,Emirates,Asia/Singapore,28800,+08,,FALSE,1,,C25,DXB,OMDB,Asia/Dubai,14400,+04,,FALSE,3,,,Dubai International Airport,25.252769,55.364441,United Arab Emirates,AE,234,Dubai,TRUE,,1711729800,1711757400,,,1711729800,,,,234,United Arab Emirates,AE,ARE,FALSE,TRUE,TRUE,TRUE,Emirates,EK,UAE,https://images.flightradar24.com/assets/airlines/logotypes/31.png
,5487610928,GI4362,,,,FALSE,Scheduled,,,FALSE,scheduled,departure,gray,,,,73F,,,,,,,Air Central,GI,LHA,Air Central,Asia/Singapore,28800,+08,,FALSE,,,,SZX,ZGSZ,Asia/Shanghai,28800,CST,China Standard Time,FALSE,,,,Shenzhen Bao'an International Airport,22.638775,113.803993,China,CN,46,Shenzhen,TRUE,,1711730400,1711745100,,,,,,,,,,,,,,,,,,
